ENSG00000101363	ENSG00000204310	ENSG00000138642	ENSG00000182621	ENSG00000107643	ENSG00000138801	ENSG00000168283	ENSG00000142541	ENSG00000162298	ENSG00000127616	ENSG00000182774	ENSG00000248905	ENSG00000065665	ENSG00000116209	ENSG00000048740	ENSG00000112739	ENSG00000088832	ENSG00000136156	ENSG00000174197	ENSG00000082438	ENSG00000164978	ENSG00000111859	ENSG00000140511	ENSG00000105355	ENSG00000141510	ENSG00000128335	ENSG00000117450	ENSG00000071564	ENSG00000165526	ENSG00000160584	ENSG00000183323	ENSG00000131503	ENSG00000197956	ENSG00000166037	ENSG00000132305	ENSG00000115355	ENSG00000009413	ENSG00000177885	ENSG00000141367	ENSG00000148339	ENSG00000155508	ENSG00000198848	ENSG00000179335	ENSG00000213999	ENSG00000254901	ENSG00000142512	ENSG00000132842	ENSG00000274588	ENSG00000116731	ENSG00000054654	ENSG00000183506	ENSG00000135631	ENSG00000157601	ENSG00000145191	ENSG00000131051	ENSG00000100129	ENSG00000198586	ENSG00000119950	ENSG00000133226	ENSG00000100697	ENSG00000132824	ENSG00000060237	ENSG00000089597	ENSG00000130856	ENSG00000138326	ENSG00000171163	ENSG00000177409	ENSG00000079387	ENSG00000105726	ENSG00000012817	ENSG00000073921	ENSG00000196323	ENSG00000160055	ENSG00000198851	ENSG00000156265	ENSG00000118058	ENSG00000130656	ENSG00000174780	ENSG00000182149	ENSG00000187735	ENSG00000175711	ENSG00000089820	ENSG00000143537	ENSG00000109332	ENSG00000163453	ENSG00000114126	ENSG00000043143	ENSG00000174437	ENSG00000178950	ENSG00000212443	ENSG00000131174	ENSG00000161970	ID	Class
6.7330833785964900	5.7747291816946900	6.9716675642997700	4.0101817527099300	6.6704636214885700	6.8439652818552700	6.4029695733638200	12.1589802790380000	7.6225925109367300	7.1137525252721900	10.3552047986029000	3.9337568257336200	5.8438441528887400	9.8094009477902600	9.0033034684646900	7.1775692532315300	9.4008360983267600	11.3887226233986000	7.2768456849295000	4.6612480900571600	7.1770489630024200	8.3287840849561200	7.3116046002066500	6.4198226958391800	5.1312285423255200	5.0330345073837700	9.7966141146675000	7.8436536331591800	6.3300340285515800	8.2693835956194100	4.5963142880948300	8.4892303140740100	10.3423448318476000	6.1837577931272200	7.8606351500442300	6.9890293125881600	6.6145570717033500	9.6619742133637300	8.7180884993062600	5.4896701399684200	8.0831895865870700	8.2586750735852900	7.1313115451682700	2.8292348920046900	6.8330752408532100	8.2128608081813800	6.8603395830481600	2.5482588001432000	8.6320950332251300	8.4085345653131400	3.4474815111966600	3.9593318271510200	10.0535032737198000	7.9533663876239400	9.8325001453106500	10.3693594741629000	7.7958970778866800	9.2088796263287200	8.5266896774110400	9.0133309813530400	8.8148248693084800	8.0523276360620100	8.2686340899128900	4.0031181628071700	10.5362376396859000	6.9235303897972400	7.6274274429185100	6.2769547593864200	6.5289624186518700	2.6839843328288800	8.4495129946242400	7.5303741588409400	4.7117695751943800	9.0063684895526200	7.8024767984850800	7.3603418604003000	4.2593752440363900	8.0130183446522700	7.3398110032324500	7.3522177349946100	5.3099755389579000	8.3081738485047700	4.8223419918724600	9.9390250152357900	5.9637336841194700	5.9916324539593200	7.8067962317285700	8.1573964564582700	6.2236291570053500	2.4279971239780800	9.2656270466185200	10.5354741665014000	1249	CTR
6.5480767212379700	5.3385868505367900	7.0513833066293400	4.1476770029072600	6.8770610949683400	6.1637993970200900	7.3389453406963200	12.2630592142293000	7.5666080659525700	6.4255115493061200	10.7790478213740000	2.9573464114576900	5.8396054506925200	9.9582008673984400	8.9400147464255700	7.6011801345145400	9.3792608586236500	11.3120176269188000	7.2349847034971500	4.3731229113240500	7.0267352064106500	7.9637568346722900	7.6268268463539800	6.1918126284269400	5.2572498463923400	4.3083080477120500	10.2787303668333000	7.6672262852419100	6.5907619670308900	7.7586374935637100	5.1667731309209200	8.4373857274857700	10.4811223259690000	6.8303172158931400	8.2503318042034800	7.2740781291327700	6.6541689391620500	9.5609363334816000	8.7935873275941700	5.8518311815383600	8.4489387031350100	8.0905451356011900	6.8272670942742200	2.5650040525669000	6.7819141662744100	7.8329800629608300	6.8745145714397500	2.2764712255397300	8.3923637044389300	8.4083717141650400	3.1864628167847000	5.8426438024592800	9.5999893262123500	7.9292002431467300	9.9952014669410900	10.5075973065676000	8.0265727380756000	8.7522162672195900	8.5818194468177200	8.7889175439764400	8.6695906174449400	7.4249496252575200	7.9269945060916600	4.7431528569125600	10.5497516947485000	6.5857441462776400	8.3102982786290600	6.6522972621484700	6.1420433230847100	3.0812442825773500	8.1548692211535300	7.6906625481342200	4.6260553324854400	9.3690941091521500	6.9009196902036800	7.5799235734303600	4.0159577135380200	8.1660560556449400	7.0244775172654800	8.1480143106124900	4.5047325315813900	7.8290014290013600	4.7249584795387700	10.0488602715440000	5.8426627051227900	5.8550424575436200	8.1966326648630300	8.3699611677983500	5.8794989719268400	2.4687833975786500	9.5433831670306900	10.8170212882703000	4410	CTR
6.7580419114775600	5.5164308357773900	6.9331395284322200	3.3739150730416400	5.3530203797467700	6.3694375957266400	5.0685462023581300	12.1785212484045000	7.5265221500788400	6.7536465801590500	9.8457911828705100	3.8509469166161200	6.2749006951895200	9.5628948440656300	8.9505967637521700	6.7548819767832700	9.5179972249565300	11.2750628679943000	7.4155712784563500	4.3441414803505900	6.1289270978019800	8.3277447082916300	7.4852892192048500	6.7872875690759500	5.7031893349498400	4.9781146761527600	9.8160556035360100	8.0786755644848900	6.0723873335479900	8.4248638330135900	5.1762745055055800	8.5997313572427000	10.1646139978278000	5.5335477650165200	8.1966941529927300	6.4799445776847900	6.6662847931868100	9.7796789384328600	8.4553948225683100	5.7867328827411300	7.6893733808366000	8.0192434939878100	7.5394789360387100	2.7282988343128500	6.9933837213612700	7.8550388171948700	6.9793874626452000	2.4090629939185100	8.4030831419209000	8.4476262282383600	3.3379391607898900	4.7407462840545900	9.5619427451365800	8.0308938210610500	9.7298422013380100	10.4899756768181000	6.5632192167428500	9.8383540966201600	8.8845479194563200	9.0312543332025000	8.8591847217381100	8.8226859225174600	8.4439987881225800	2.9484769502938700	9.8446044654159500	7.1192838894050100	7.3738580323197400	5.4484092402385600	6.7105628142319400	2.8571403796185100	8.2947544410912200	7.6564424374755500	4.7962011852503200	9.3382056320499900	7.3589672330384800	8.0849005862261600	5.8402373554118600	7.3621035534851800	7.2929850042957500	7.1598480317827900	5.2209013350903700	8.2043731690820000	4.6833739556624500	9.6329244159816500	5.1624180032482400	6.1797647851085700	8.2909368667788400	7.9811762004881800	6.3952835104042100	2.7163920996603900	8.1406009594494000	10.2617380390871000	1232	CTR
6.5861400950798700	5.6017711853765000	6.9616194848869400	3.7910806188155800	6.5054091695038800	6.7668640308775200	6.2537385737272300	12.3108163778191000	7.9464530443006500	6.8698163862833800	10.3138561564472000	2.2778904057267000	6.2510461505016100	9.6065734575225400	9.0826663788666100	7.3438128727978700	9.4538903853630800	11.2191051722884000	7.8377186312496900	4.6956257957359200	7.5509272706365900	7.8705655862167000	7.8493364087739400	6.3354766295135900	5.8039076424813300	4.5597281652399400	9.8451503692148300	8.0502912191613900	6.3467118303526000	8.5488867459514400	5.4455257394106200	8.6624155812795800	10.3504743982716000	6.3564208366217800	8.2261074614055600	6.7041217402367100	7.0726082527776900	9.4916389483421900	8.6723299924651600	5.6786903273706600	8.1491826811237700	6.9751012642931400	6.9307888909791400	2.5481254243386800	7.1351018828473600	7.8966101981716800	6.9893270883740900	2.4037777917915900	8.7830937423865600	8.3694169781137000	3.0252885613838600	4.3027415202063700	9.2660107144806900	8.0217381619034700	9.9288916971239700	10.6639811266945000	8.0017607574199100	8.9803074152227600	8.8969383697942100	9.3133756472546300	8.8721249769078500	8.0648963147581000	8.3440719732026300	4.2313455911486800	10.1131701081970000	6.9415801162454200	7.3860028114325900	6.4828510357638500	6.2961356614359700	3.4405387029726700	8.0937800678329500	7.6707688614813600	4.2483952731457300	9.4878577896522900	7.2770149170044900	8.0942821563950500	2.5998168549888100	8.0345424774937500	7.6240231737236500	7.7514782759969100	4.7441674043261100	7.8327400470813800	4.3436879105559800	9.7592302647384100	5.7867572934757600	5.8711331937697100	8.3303397732397000	8.2583413611485300	5.8625288294748900	2.6691699568981900	7.6204000718410700	10.4385184960097000	205	CTR
7.5385064105204400	6.1044547814255800	7.1487242139134800	3.3087079277626400	5.0811342416125000	5.8550131452064500	4.1278272142872700	12.0977375340094000	7.3701796826593700	7.4965284042834700	9.9456054437773400	2.4487893913875900	5.9600890183282800	9.6058852708802000	8.6291673803633500	6.0526045583029000	9.5520602330545100	11.2238554710296000	6.5804741184104900	3.0375705235300000	7.0826461689309200	8.9456588069584600	7.5226798811404200	7.5057458562629700	4.9329261941137100	4.5076046760041500	9.3519117871169000	7.8528351289705400	6.5315132954642600	8.5467930699623000	5.4122003444516400	8.4038142922189100	10.5523693276113000	4.4609407718705100	7.8205396205135100	5.2334180878367700	5.7461314283717000	9.8323436366748200	8.1859137227942500	5.5436780072668000	7.4554402845788100	6.8537265757268500	7.6946287076147700	3.5437932662983700	7.6760491901326900	8.8655649885828400	6.6401895553026500	2.8218192300575900	8.2286929424457800	8.2845685328135200	3.4636968813167400	4.6751375452124900	9.8811541371270300	8.3460365512907200	8.7681915224043300	10.4836162971075000	5.9164609128153100	9.3612173686522700	8.4972246055023600	8.7341000084074100	8.4884897145701600	8.1002108953239300	8.4111358298693700	1.9932325575779300	9.6219271124102100	8.0366469584570300	6.8313798766508200	4.3652018051461800	7.5136235809398500	6.9682417905733200	8.0008072101292900	6.9584624977880800	5.7718319422705100	9.5064600668469600	6.7573860619253700	7.5867222443595900	2.8118611302013200	7.3058825015412900	7.2332822980895000	5.8822159147504700	6.4305770594133700	9.2007463358865100	5.5534121265518200	9.0476090868812000	5.5827153362603600	5.1564170464968200	8.1888736948755800	7.4757526153864400	7.3838234340041300	2.4922280076112100	8.5093332196395700	9.6054323780741100	4491	CTR
6.4952485137466600	5.1583858896588900	6.9068420879490300	4.2530781400832100	6.3218658850191700	6.9554860053643200	6.8238197931384400	12.1807020230213000	7.7892155348149100	6.5181734065142300	10.4288544477831000	2.6124094448743000	5.7802564602006800	9.8309171959585600	8.9505740970298900	7.2310184128021700	9.4146726826062600	11.3419852064776000	7.0877687788744800	4.0315361572723900	7.2977601044224800	8.2136454099402400	6.7739179234149900	6.5059419119470500	5.4934856865309200	4.7185411491335800	10.2557314412350000	7.5819670443102800	6.3528860254462400	8.1191626677921300	5.4412647957300000	8.3588468916327200	10.4122355334525000	6.6333839133100500	8.0926819882296000	7.2181588259248400	6.6872021768552700	9.6276445188501300	8.7237618326124400	5.9410240773713600	8.2258425158824600	6.5322018067447000	6.9261765970737200	2.7066096393107800	7.0028468127102200	8.1269375234524400	7.0462716599796400	2.4687102290423500	8.5360069599199100	8.3775506161588500	3.0786922739890000	5.3401065970303000	9.3184244726832900	7.7651939287062100	9.8060795685759500	10.4217877547052000	7.7723418786646600	8.7069948706182700	8.5528974366000000	8.9228527823663200	8.8550799895298700	7.7280507431450600	8.1694246341723800	4.2206243068112200	10.4700599611831000	6.2421547041477000	8.2200494999386600	6.6067018215388900	6.1480409399780700	7.5536109696739700	8.2103955083452300	7.5974956692308200	4.5989180951525300	9.2372656062261300	6.6613269704553500	7.4613866678291300	2.8047071073164800	8.0579513711655100	7.2735367749710400	7.9240654642952400	4.7260577549787800	7.9251098105655900	4.4699288576948000	9.9929858972366400	5.5224722222373300	5.9516040976566800	7.9462436528319500	8.2614739337081300	5.9609331981531900	2.7529027512077100	9.2816443396633900	10.6128710553839000	4308	CTR
6.6917866223076700	5.5976114238321100	7.1778541043148200	3.2494588644152800	5.5037380019442400	6.1757333287309200	5.9882838928898600	12.2389446102167000	7.8214337662836900	7.0762685683958700	10.3078007089093000	2.0935177223462300	6.2528644707066100	9.5825591636611300	8.8451167377913700	6.8428782378850300	9.4348025353650800	11.1736095416717000	7.1905666583637400	3.9508727925429400	6.9474718943579600	8.1225000210602000	8.2135003990245200	6.5025658932648300	5.7089405655666300	4.8473721288748800	9.9490887655232100	7.9568078969924500	6.6029160660165000	8.0984493276506300	5.1352625610686600	8.5822344969283000	10.3532114896309000	6.0651418455314300	8.3734025512049600	5.9218630884492500	6.9568932890468600	9.6201846383746500	8.5196045848475000	6.1706366642664000	7.9476399410818100	7.8594142341172400	7.1374075255443200	2.7468041311416700	6.9524452953189800	7.6418042042480200	7.0382695410395400	2.3498048201695600	8.4567816695694300	8.5935598153423700	3.4729187786564200	5.3909305463709500	9.5207720844026100	8.2221486285333500	9.6141876356769500	10.7326177578844000	6.8506999685288900	9.4184276261667300	8.8029082560309700	8.8331554784286800	8.6407230298397000	8.3052850972041800	8.4415480805862700	2.4865415875044200	9.9288991134058000	6.8151066841975500	7.4281981609671600	5.9136193287634500	6.5176963519014400	2.6244212867153200	7.8516331282548000	7.5160238429724400	4.8675921450552000	9.4921276251271600	7.3497858340646900	8.2286100036780400	3.9643917952305400	7.8581854837229400	7.2227678309882400	7.3920344008974300	4.7910502147405600	8.3962459347354000	4.6831857699472100	9.5267028761635300	5.1959032127197000	5.7654949247737100	8.4983434871943000	7.9616539205550400	6.2507004400986700	2.7601644982157600	7.7361302655462100	10.2912138247089000	4200	CTR
6.4741613393701600	5.3137592746822000	7.3233593788856300	4.0442992440006400	6.4546250514228800	6.6313358179589700	6.8772469233256200	12.2543028700901000	7.8107355312001800	6.4922092037170600	10.4574276020220000	5.2206772011763600	5.9284655309086800	9.6192663949173900	9.2150758232931400	7.3377460197482500	9.4273879884371600	11.3545321685937000	7.3584668402347600	4.3287602266272300	7.0396056854070000	7.9747814500867300	7.1997649514801800	6.1362356741021100	5.6573622539171700	5.2137706792530900	10.1348960209796000	7.7094790719875800	6.2271086172089800	8.1304249022207000	5.1493835637024700	8.5630891319233100	10.3170835965554000	6.7436797995700100	8.1897387658531300	7.1545717340128000	7.0314645868331100	9.6566713952281100	8.6628019805989900	5.8100509113479300	8.4166898720095700	8.1236868990797100	6.8466998765689100	2.4408616517436500	6.7816258413060800	7.3330013271626300	6.8934533993580700	2.2411299889893700	8.6074402760379600	8.4766107900726300	3.1592121680209600	4.3009691904181000	10.2715341533333000	7.6503856132720200	9.9244649647235200	10.4454637446466000	8.2144548196039500	8.9822755542509100	8.7425235773009700	9.2022359781296200	8.7585176056168100	7.8802116124503100	8.0915032039256400	4.3017512813081100	10.1345436119144000	6.3723486920254000	7.9853748797932700	6.5637490724846800	6.0470920620631600	2.5205224394734800	8.3852950768468000	7.8955947369111800	4.3844268163339300	9.2690679951364600	7.5955279760359900	7.8201488818885400	3.1348343032138100	8.1203986030624500	7.3507032809314000	8.2157498118220600	4.4765299159812200	7.5063505197791800	3.9469878533581900	10.1323370280462000	5.5690926062976000	5.8711404904488600	7.9287841287189200	8.2479081371711000	5.7378223404817700	2.7956585549648900	8.3744591209025600	10.3832768796590000	4313	CTR
6.7394045306884900	6.2767651820246400	7.0685958400864900	3.6115761685556900	6.7391226007815900	6.2016005212361500	5.1231670359666400	12.0540703860353000	7.2633830504052200	6.4783498948387800	9.9180616160899000	2.8324828071404400	5.6757761918512600	9.6532931972346700	9.0839781645175000	6.3730100608396900	9.6759776233245500	11.3729898066734000	6.8472738016793600	2.3280495959034800	7.3136246106058400	8.7713028828639400	6.4041203111909200	7.6665651842193800	4.9772442538829400	4.6109561521883400	10.3987435153867000	7.3340481777682100	5.8313846731571000	8.4167305606379100	5.4974059547176700	8.3946120858038200	10.7701029774858000	5.4991230262805000	7.8263161322940600	6.6719644033174200	6.7642750783001900	9.9243367011843700	8.6069296262044800	5.4299289093019600	7.8224182638674700	7.8933239714721700	7.3665013039851900	3.0454600202133600	7.2739084115231400	8.0754389998249300	6.8169735907169000	2.3128816621519500	8.5649400863144400	8.0538364370968400	3.4743430738664900	4.7318995122023300	9.1549297614727500	7.5308612088246600	9.5029772224358600	10.1378444688066000	6.2862550661823400	9.6128305619244000	8.5888351436325500	9.1896230087107500	8.6516534249224000	7.7846257776298900	8.0871005576995000	2.4769530941162300	10.2425708275677000	6.9935157679327000	7.5373327369942300	5.5500326404165600	6.3314963210881000	3.0107071401549000	8.4993946170310300	7.1182310026977500	5.4378842730926400	8.9503639587777800	7.0005757315235700	7.0508455283900000	3.9697161445588500	7.5572493679194100	7.2731781067425800	6.5249229897922300	5.8231742312932600	8.3604897916782300	5.2578087266269900	9.7509661921988200	6.4382368867625200	5.8589055145768000	7.6121072883259500	7.7669597370502700	6.9261948192383700	2.7843616104198400	9.0491626686209900	10.1685489408748000	257	CTR
6.9466240104536900	5.7910406820811200	6.8674121887863600	3.9410311337944900	5.5692674455631500	6.0916668635267800	5.7686718619198700	12.1962464464506000	7.7430063224848600	6.9245940386129800	9.8913911341851400	3.0931684304241600	6.2420480882163800	9.7112836143620900	8.9720622344659300	6.7860101356959200	9.6124271903460600	11.1888515511127000	7.1617404919655500	3.5626922680407400	7.4277996776946300	8.3501230574485900	5.8926232456278400	6.8596903234667500	5.4525544057167700	4.8803352178244400	10.0517531347539000	8.2963217486767700	6.1273654310708300	8.4259389146701600	5.4114165049818600	8.3901345758351600	10.4624387135478000	5.3158790031716600	8.1813392103183600	7.6171814408952200	6.5194199600090000	9.7725791156858400	8.5699755267679800	5.7627607584757100	7.5861186980000000	7.9932335844006600	7.1994996233337300	2.8314494159975900	7.4956836922101300	8.3388207753534200	7.1041828481294300	2.6029616354261300	8.7248334281889200	8.5757344108030700	3.2717759211906100	5.1826462914287400	9.0453236067964200	8.2094476834992800	9.6024379490586400	10.4340999788306000	7.1775861496576900	8.6607805774118700	8.7231196958778700	9.1845715487949100	8.6531307351943800	7.7625079041119600	8.4505716276129500	2.1523197261050400	10.1308637553318000	7.3412806885956900	7.5717970711161100	6.1890401668075600	6.6088554947640900	7.8053927848554200	8.0662233297935200	7.0891339891165900	4.9216693223373100	8.8878354060636700	6.9648888675946600	7.7999915034312600	3.3762822640246100	7.6428346328244800	7.1229471224259100	7.2311038863203900	5.2204275185578100	8.7783060636609000	5.4625601798794600	9.4054655278011500	6.0079007879337700	5.9650882477476200	8.0667762890986300	7.8895166238049200	6.8218352878719900	3.0768870070566400	8.6509155120047000	9.9613670052065500	985	CTR
